248,PERSON|OTHER,"Badai Katrina,",null
,,"sehingga",null
249,OTHER,"batu berharga",null
,,"terendam di",null
250,OTHER,"dalam air",null
,,"untuk",null
251,OTHER,"beberapa bulan.",null
252,OTHER|PERSON,"Jamrud Bahia",null
,,"kemudian dibawa ke",null
253,PERSON,"Las Vegas",null
,,"untuk dilihat oleh",null
254,OTHER,"calon pembeli",null
,,"namun disita oleh polisi",null
255,LOCATION|OTHER,"Los Angeles.",null
256,THINGS,"Badut politikus",null
,,"ditantang baca tulis",null
257,PERSON,"Seorang badut",null
,,"di",null
258,LOCATION,"Brasil",200
,,"yang mempunyai",null
259,OTHER,"peluang besar",null
,,"meraih",null
260,OTHER,"kursi",null
,,"di",null
261,OTHER,"parlemen",null
,,"dalam",null
262,OTHER|TIME,"pemilihan Minggu 3/ 10",null
,,"- ditantang untuk membuktikan bahwa",null
263,OTHER,"dia",null
,,"bisa membaca dan menulis.",null
264,EVENT,"Jajak pendapat",null
,,"memperlihatkan",null
265,EVENT,"badut itu,",null
266,EVENT,"Tiririca,",null
,,"akan meraih",null
267,OTHER|NUM,"lebih dari satu juta suara.",null
,,"Namun",null
268,OTHER,"hakim",null
,,"di",null
269,LOCATION,"Sao Paulo",null
,,"menuntut",null
270,OTHER,"dia",null
,,"untuk memperlihatkan bisa memenuhi persyaratan baca tulis.",null
271,OTHER|LOCATION,"Sejumlah surat kabar Brasil",200
,,"melaporkan",null
272,PERSON,"Tiririca",null
,,"- sama seperti",null
273,PERSON|OTHER,"satu dari sepuluh warga Brasil",null
,,"buta aksara.",null
274,PERSON,"Tiririca",null
,,"- yang dalam",null
275,ORGANIZATION|OTHER,"bahasa sehari-hari Portugis",null
,,"arti",null
276,ORGANIZATION,"nya",null
,,"tukang mengeluh menjadi",null
277,OTHER,"sensasi besar",null
,,"selama",null
278,OTHER,"kampanye pemilihan.",null
,,"Video kampanye",null
279,EVENT,"nya",null
,,"yang kocak berhasil meraih",null
280,PERSON,"jutaan penonton",null
,,"di",null
281,OTHER,"YouTube.",null
282,OTHER,"Dia",null
,,"antara lain menggunakan slogan " Tidak bisa lebih buruk lagi " dan " Apa yang dilakukan wakil",null
283,TITLE,"anda",null
,,"? Sungguh",null
284,OTHER,"saya",null
,,"tidak tahu. Tapi pilih lah",null
285,OTHER,"saya",null
,,"dan",null
286,OTHER,"saya",null
,,"akan mencari tahu untuk",null
287,OTHER,"anda.",null
,,""",null
288,PERSON,"Hakim",null
,,"memutuskan untuk menggelar",null
289,OTHER,"ujian aksara",null
,,"setelah",null
290,OTHER|PERSON,"majalah Epoca",null
,,"menayangkan",null
291,OTHER,"video",null
,,"di situs",null
292,THINGS,"nya",null
,,"yang memperlihatkan",null
293,OTHER,"Tiririca",272|274
,,"tampak kesulitan membaca.",null
294,ORGANIZATION,"Komisi pemilihan",null
,,"mengatakan sudah terlambat untuk menghentikan pencalonan",null
295,OTHER,"nya",null
,,"namun",null
296,OTHER,"dia",null
,,"bisa diberhentikan setelah",null
297,OTHER,"pemilihan nanti",null
,,"jika gagal memperlihatkan kemampuan membaca.",null
298,THINGS,"Calon selebriti",null
,,"Tiririca, yang nama asli",null
299,OTHER,"nya",null
300,ORGANIZATION|PERSON,"Francisco Everardo Oliveira Silva",null
,,"- mulai bekerja di",null
301,OTHER,"sirkus",null
,,"sejak berusia",null
302,TIME,"delapan tahun",null
,,"di",null
303,OTHER,"negara bagian miskin,",null
304,OTHER,"Ceara.",null
,,"Dengan pengalaman",null
305,OTHER,"nya,",null
306,OTHER,"dia",null
307,OTHER,"kini",null
,,"menjadi",null
308,OTHER,"salah seorang pelawak",null
,,"yang terkenal di",null
309,OTHER,"TV.",null
310,PERSON,"Dia",null
,,"merupakan",null
311,OTHER|THINGS,"salah seorang dari puluhan calon",null
,,"yang berasal dari dunia",null
312,OTHER,"olahraga maupun pertunjukan,",null
,,"yang berjuang untuk merebut",null
313,OTHER,"kursi",null
,,"di",null
314,OTHER,"majelis rendah parlemen",null
,,"dengan bersaing melawan politikus berpengalaman.",null
,,"Seluruhnya tercatat",null
315,NUM,"6.000 calon",null
,,"dari",null
316,NUM,"27 partai",null
,,"untuk meraih",null
317,THINGS,"513 kursi",null
,,"di",null
318,OTHER,"parlemen.",null
319,PERSON|OTHER,"Calon lain",null
,,"yang diduga akan meraih",null
320,OTHER,"kursi",null
,,"di",null
321,OTHER,"parlemen",null
,,"dengan",null
322,OTHER,"kemenangan mutlak",null
,,"adalah",null
323,OTHER,"Romario,",null
,,"yang merupakan",null
324,OTHER,"salah seorang",null
325,EVENT,"bintang sepak bola",null
,,"Brasil saat meraih",null
326,PERSON|OTHER,"Piala Dunia 1994.",null
327,OTHER,"Para pengamat",null
,,"mengatakan popularitas",null
328,OTHER,"para selebriti",null
,,"mencerminkan",null
329,OTHER,"kebingungan",null
,,"dengan",null
330,OTHER,"politik utama",null
,,"karena maraknya",null
331,OTHER,"sejumlah skandal korupsi.",null
332,OTHER,"Ibu, bayi dan parlemen",null
,,"Seorang anggota",null
333,TITLE|LOCATION,"Parlemen Eropa",null
,,"asal",null
334,LOCATION,"Italia",null
,,"menghadiri",null
335,OTHER,"sidang parlemen",null
,,"di",null
336,LOCATION,"Strasbourg",null
,,"dengan menggendong anak bayi",null
337,OTHER,"nya.",null
338,PERSON,"Licia Ronzulli",null
,,"mengatakan",null
339,OTHER,"ia",null
,,"ingin menunjukkan berat",null
340,OTHER,"nya",null
,,"beban yang ditanggung",null
341,OTHER,"kaum perempuan",null
,,"untuk menjalani",null
342,OTHER,"karir",null
,,"sekaligus mengasuh",null
343,OTHER,"anak.",null
344,OTHER|TITLE,"Para anggota parlemen",null
,,"sedang membahas usul untuk memperbaiki",null
345,OTHER,"hak maupun kesempatan",null
,,"bagi",null
346,OTHER,"perempuan",null
,,"untuk bekerja.",null
347,OTHER,"Vittoria",null
,,"yang baru berusia",null
348,TIME,"satu bulan",null
,,"tampak tidur nyenyak selama",null
349,OTHER,"sidang",null
,,"berlangsung.",null
350,PERSON,"Ronzulli",null
,,"yang mewakili",null
351,ORGANIZATION,"Partai Kebebasan Rakyat",null
,,"pimpinan",null
352,ORGANIZATION|LOCATION|PERSON,"PM Italia Silvio Berlusconi",null
,,"mendapat",null
353,OTHER,"sambutan meriah",null
,,"ketika berdiri untuk menyampaikan pidato",null
354,OTHER,"nya.",null
355,PERSON,"Ia",null
,,"mengatakan kepada rekan",null
356,OTHER,"nya",null
357,OTHER|TITLE|ORGANIZATION,"sesama anggota parlemen",null
,,": "",null
358,OTHER,"Saya",null
,,"ingin melihat",null
359,OTHER,"komitmen yang lebih besar",null
,,"untuk",null
360,OTHER,"persoalan-persoalan ini",null
,,"dari",null
361,OTHER,"lembaga-lembaga Eropa,",null
,,"dimulai dari dalam",null
362,FACILITY,"Parlemen Eropa",333
363,OTHER,"sendiri.",null
,,""",null
364,OTHER,"Naskah asli",null
365,PERSON,"Harry Potter",null
,,"dipamerkan",null
366,PERSON,"Naskah asli",null
,,"dari kisah",null
367,PERSON,"Harry Potter",null
,,"yang ditulis",null
368,OTHER,"tangan",null
,,"oleh pengarang",null
369,OTHER,"nya,",null
370,ORGANIZATION|OTHER,"JK Rowling,",null
,,"dipamerkan sebagai",null
371,OTHER,"bagian",null
,,"dari",null
372,OTHER,"festival buku",null
,,"di",null
373,LOCATION|OTHER,"Skotlandia selatan.",null
374,PERSON,"Dua halaman",null
,,"naskah yang dibingkai dan ditandatangani oleh",null
375,ORGANIZATION,"JK Rowling",null
,,"itu berisi Balada",null
376,PERSON,"Nick",null
,,"Si Kepala Nyaris Putus.",null
377,OTHER,"Naskah itu",null
,,"akan dipamerkan dalam",null
378,OTHER,"festival",null
,,"di",null
379,FACILITY,"kota Wigtown",null
380,FACILITY|OTHER|NUM,"tanggal 24 sampai 3 Oktober.",null
,,"Kisah",null
381,EVENT,"hantu Nick",null
,,"itu awal",null
382,OTHER,"nya",null
,,"ditulis sebagai",null
383,OTHER,"bagian",null
,,"dari buku",null
384,FACILITY,"Harry Potter",null
,,"dan",null
385,FACILITY,"Kamar Rahasia",null
,,"tetapi kemudian",null
386,FACILITY|OTHER,"kedua halaman itu",null
,,"dibuang sehingga tidak termasuk dalam buku yang diterbitkan.",null
387,OTHER,"Kedua halaman itu",null
,,"disumbangkan oleh",null
388,FACILITY,"JK Rowling",null
,,"bagi",null
389,LOCATION,"Yayasan Kamus Bahasa Skotlandia",null
390,LOCATION,"tahun 2005",null
,,"untuk mendukung",null
391,OTHER,"pengumpulan dana",null
,,"bagi pembuatan",null
392,OTHER,"kamus baru",null
393,OTHER,"bahasa asli",null
,,"Skotlandia.",null
394,EVENT,"Sekarang",null
,,"halaman",null
395,EVENT,"naskah asli",null
,,"itu dimiliki oleh seorang",null
396,OTHER,"kolektor buku terkemuka",null
,,"Inggris dan pemilik",null
397,OTHER|LOCATION,"jurnal Asia Literary Review",null
398,LOCATION,"Ilyas Khan",null
,,"dan belum pernah dipamerkan kepada",null
399,OTHER,"umum.",null
400,TITLE|PERSON,"Ilyas Khan",null
,,"mengatakan, "",null
401,PERSON,"The Asia Literary Review",null
,,"pernah mendukung",null
402,OTHER,"berbagai festival buku",null
,,"tetapi",null
403,OTHER,"saya",null
,,"harus mengatakan bahwa",null
404,OTHER,"saya",null
,,"sangat senang",null
405,OTHER,"kami",null
,,"ikut dalam",null
406,LOCATION,"Festival Wigtown",null
,,"ini. "",null
,,"" Memamerkan naskah Balada",null
407,PERSON,"Nick",null
,,"si Kepala Nyaris Putus adalah cara yang sangat bagus untuk membantu mendukung",null
408,OTHER,"acara ini.",null
,,""",null
409,ORGANIZATION|LOCATION,"TV Australia",null
,,"salah sebut",null
410,OTHER,"pemenang",null
411,TITLE|LOCATION,"Acara TV",null
412,LOCATION|OTHER|PERSON,"Australia ' s Next Top Model,",null
,,"sempat mengumumkan",null
413,OTHER,"pemenang yang salah",null
,,"dalam final yang disiarkan langsung pada seri",null
414,OTHER,"nya",null
,,"yang",null
415,OTHER,"keenam.",null
416,FACILITY|ORGANIZATION,"Kelsey Martinovich",null
,,"dianugerahi",null
417,OTHER,"mahkota kemenangan",null
,,"sesuai",null
418,OTHER,"pilihan pemirsa",null
,,"dan sedang menyampaikan",null
419,OTHER,"pidato,",null
,,"namun",null
420,OTHER|FACILITY|LOCATION,"presenter Sarah Murdoch",null
,,"menyela.",null
,,"Sambil menggeleng-gelengkan",null
421,TITLE,"kepala",null
,,"dan mendengarkan",null
422,OTHER,"ear piece",null
423,OTHER,"dia",null
,,"mengatakan : "",null
424,OTHER,"Saya",null
,,"mual dengan",null
425,OTHER,"masalah ini.",null
426,OTHER,"Saya",null
,,"amat meminta",null
427,OTHER,"maaf,",null
428,OTHER,"ini",null
429,OTHER,"semata-mata kecelakaan.",null
,,""",null
430,OTHER,"Dia",null
,,"kemudian mengumumkan",null
431,OTHER,"pemenang yang sebenarnya,",null
,,"yaitu",null
432,TITLE|PERSON,"Amanda Ware",null
,,"yang berusia",null
433,TIME,"18 tahun.",null
,,""",null
434,OTHER,"Ini lah",null
,,"yang terjadi kalau",null
435,OTHER|THINGS,"siaran TV langsung,",null
,,"" kata",null
436,PERSON|OTHER,"Sarah Murdoch.",null
,,""",null
437,OTHER,"Ini",null
,,"edan, edan, edan. "",null
,,"Adapun",null
438,PERSON,"Martinovich",null
,,"- yang sempat disebut sebagai",null
439,OTHER,"pemenang",null
,,"selama",null
440,OTHER|TIME,"sekitar satu menit",null
,,"tampak menerima",null
441,OTHER,"kesalahan itu",null
,,"dengan baik.",null
,,"" Ok,",null
442,OTHER,"ini",null
443,OTHER,"semata-mata kekeliruan,",null
,,"" kata",null
444,OTHER,"nya.",null
445,PERSON,"Sarah Murdoch",null
,,"berusaha menjelaskan",null
446,OTHER,"kekeliruan itu",null
,,"terjadi karena",null
447,OTHER,"selisih suara",null
,,"yang ketat.",null
,,""",null
448,OTHER,"Yang memimpin",null
,,"terus-menerus berganti. Benar-benar tergantung pada",null
449,OTHER,"beberapa suara.",null
,,"Maju mundur dan akhirnya",null
450,PERSON,"Amanda",432
,,"pemenang",null
451,OTHER,"nya,",null
,,"" jelas",null
452,PERSON,"nya.",null
453,THINGS,"Kedua finalis",null
,,"kemudian berpelukan sebelum",null
454,PERSON,"Ware",432
,,"mengucapkan",null
455,OTHER,"terima kasih",null
,,"kepada para pendukung",null
456,OTHER,"nya",null
,,"dan berjalan di atas",null
457,OTHER,"catwalk",null
,,"untuk",null
458,OTHER,"terakhir kali.",null
,,"Dan",null
459,FACILITY,"Sarah Murdoch",420|436|445
,,"-",null
460,FACILITY,"seorang model",null
,,"yang merangkap",null
461,OTHER,"presenter",null
,,"TV - menikah dengan",null
462,OTHER,"putra Rupert,",null
463,OTHER,"Lachlan.",null
,,"Membaca",null
464,FACILITY,"Don Quixote",null
,,"untuk",null
465,ORGANIZATION,"YouTube",null
466,TITLE|ORGANIZATION|LOCATION,"Akademi Kerajaan Spanyol",null
,,"mengundang",null
467,OTHER,"orang",null
,,"di",null
468,OTHER,"seluruh dunia",null
,,"untuk merekam",null
469,OTHER,"segmen",null
,,"dari",null
470,PERSON,"novel klasik",null
471,PERSON,"Don Quixote",464
,,"dan mengunggah",null
472,OTHER,"nya",null
,,"ke",null
473,OTHER,"YouTube.",465
