46,OTHER|OTHER,Binatang\NN ini\PR,null
,,menaiki\VB,null
47,OTHER|OTHER,kereta\NN metro\NN,null
,,dan\CC bahkan\RB berkeliaran\VB di\IN,null
48,OTHER|FACILITY|OTHER,kompleks\NN gedung\NN parlemen.\NN,null
,,Belum\NEG lama\JJ ini\PR,null
49,OTHER|OTHER,kawanan\NN monyet\NN,null
,,menyerbu\VB,null
50,OTHER|OTHER|TITLE,kantor\NN perdana\NN menteri\NN,null
,,dan\CC,null
51,ORGANIZATION|OTHER,departemen\NN pertahanan.\NN,null
52,OTHER|OTHER,Binatang\NN ini\PR,null
,,tidak\NEG bisa\MD dibunuh\VB karena\SC,null
53,OTHER|LOCATION,masyarakat\NN India\NNP,null
,,menganggap\VB,null
54,OTHER,mereka\PRP,null
,,suci.\JJ,null
,,Selain\CC harus\MD mengusir\VB,null
55,OTHER|OTHER,"kawanan\NN monyet,\NN",null
56,OTHER|LOCATION,pemkot\NNP Delhi\NNP,41
,,juga\RB kesulitan\VB mengatasi\VB,null
57,TITLE|TITLE|OTHER,wabah\NN demam\NN berdarah.\NN,null
58,OTHER|OTHER,Curah\NN hujan\NN,null
,,yang\SC tinggi\JJ menyebabkan\VB,null
59,OTHER|OTHER,"banyak\CD genangan,\NN",null
60,OTHER|OTHER,tempat\NN ideal\JJ,null
,,bagi\IN,null
61,OTHER|OTHER,nyamuk\NN aedes\NNP,null
,,berkembang\VB biak.\VB,null
62,ORGANIZATION,Pemkot\NN,null
,,telah\MD menempatkan\VB,null
63,OTHER,ikan\NN,null
,,di\IN,null
64,OTHER|OTHER|OTHER,berbagai\CD genangan\NN air\NN,null
,,untuk\SC memangsa\VB,null
65,OTHER|OTHER,telur\NN nyamuk.\NN,null
66,TITLE|ORGANIZATION,Miliarder\NN AS\NNP,null
,,jamu\VB,null
67,ORGANIZATION|ORGANIZATION|LOCATION,orang\NN kaya\NN Cina\NNP,null
68,THINGS|THINGS|THINGS,Dua\CD miliarder\NN Amerika\NNP,null
69,THINGS|THINGS,Bill\NNP Gates\NNP,null
,,dan\CC,null
70,THINGS|THINGS,Warren\NNP Buffett\NNP,null
,,akan\MD mengadakan\VB,null
71,OTHER|OTHER|OTHER,jamuan\NN makan\NN malam\NN,null
,,di\IN,null
72,LOCATION,Beijing\NNP,null
,,bagi\IN,null
73,OTHER|OTHER|OTHER,sejumlah\CD orang\NN terkaya\JJ,null
,,di\IN,null
74,OTHER,Cina.\NNP,null
75,PERSON|OTHER|PERSON,Gates\NNP dan\CC Buffett\NNP,null
,,mengatakan\VB,null
76,OTHER,mereka\PRP,75
,,berada\VB di\IN,null
77,LOCATION,Cina\NNP,74
,,untuk\SC mempelajari\VB,null
78,OTHER|OTHER,kegiatan\NN amal\NN,null
,,di\IN,null
79,OTHER|OTHER,negara\NN itu.\PR,null
80,PERSON|PERSON,Banyak\CD orang\NN,null
,,menduga\VB,null
81,OTHER,mereka\PRP,75
,,ingin\RB membujuk\VB,null
82,OTHER|OTHER,para\DT tamu\NN,null
,,agar\SC,null
83,OTHER|OTHER,lebih\RB banyak\CD,null
,,menyumbang\VB untuk\IN,null
84,OTHER,amal.\NN,null
85,PERSON,Kedua\CD,null
86,PERSON|PERSON|PERSON,orang\NN terkaya\JJ dunia\NN,null
,,itu\PR sudah\MD berhasil\VB membujuk\VB,null
87,OTHER|OTHER,banyak\CD orang\NN,null
,,yang\SC sangat\RB kaya\JJ di\IN,null
88,LOCATION,Amerika\NNP,null
,,agar\SC menyumbangkan\VB separuh\CD kekayaan\NN,null
89,OTHER,mereka.\PRP,null
,,Ada\VB,null
90,OTHER,kerahasiaan\NN,null
,,mengenai\IN,null
91,OTHER|OTHER,"acara\NN itu,\PR",null
92,OTHER|OTHER,pihak\NN penyelenggara\NN,null
,,tidak\NEG membeberkan\VB,null
93,OTHER|OTHER,nama-nama\NN tamu.\NN,null
94,OTHER|NUM|NUM,Salah\CD satu\CD orang\NN,null
,,yang\SC akan\MD menghadiri\VB,null
95,OTHER|OTHER|OTHER,jamuan\NN makan\NN malam\NN,null
,,itu\PR adalah\VB,null
96,PERSON|OTHER,"Chen\NNP Guangbiao,\NNP",null
97,OTHER|OTHER,seorang\NND miliarder\NN,null
,,yang\SC meraup\VB,null
98,OTHER,kekayaan\NN,null
,,dari\IN bisnis\NN mendaur\VB ulang\VB,null
99,OTHER,sampah\NN,null
,,dari\IN,null
100,ORGANIZATION|OTHER,industri\NN bangunan.\NN,null
101,PERSON,Dia\PRP,96
,,mengatakan\VB kepada\IN,null
102,PERSON,BBC\NNP,null
,,bahwa\SC,null
103,OTHER,dia\PRP,96
,,sudah\MD berencana\VB menyumbangkan\VB seluruh\CD harta\NN,null
104,OTHER,nya\PRP,96
,,untuk\IN,null
105,OTHER,amal\NN,null
,,bila\SC,null
106,OTHER,dia\PRP,96
,,meninggal.\VB,null
,,\Z Beramal\VB dan\CC membantu\VB sudah\MD menjadi\VB,null
107,OTHER,bagian\NN,null
,,dari\IN,null
108,OTHER|LOCATION,budaya\NN Cina\NNP,null
,,selama\IN,null
109,TIME|TIME,5.000\CD tahun.\NN,null
,,Tetapi\CC,null
110,TITLE|TITLE|TITLE,kegiatan\NN amal\NN resmi\JJ,null
,,baru\MD dikembangkan\VB di\IN,null
111,LOCATION,Cina\NNP,77
,,dalam\IN,null
112,TIME|TIME|OTHER,"30\CD tahun\NN terakhir,\JJ",null
,,sejak\SC,null
113,OTHER,kami\PRP,null
,,menerapkan\VB,null
114,OTHER|OTHER,reformasi\NN ekonomi.\NN,null
,,\Z,null
,,\Z,null
115,OTHER|OTHER,Banyak\CD orang\NN,null
,,baru\MD mulai\MD menjadi\VB kaya\JJ dan\CC,null
116,OTHER,kami\PRP,null
,,baru-baru\RB ini\RB saja\RB bisa\MD memberi\VB,null
117,OTHER,makan\NN,null
118,OTHER|OTHER,"diri\NN sendiri,\NN",null
,,\Z kata\VB,null
119,OTHER,nya.\PRP,96
,,Menyumbangkan\VB,null
120,PERSON,uang\NN,null
,,untuk\IN,null
121,OTHER,amal\NN,null
,,belum\NEG begitu\RB berkembang\VB di\IN,null
122,LOCATION,Cina\NNP,111
,,sebaik\JJ di\IN,null
123,OTHER|OTHER|OTHER,banyak\CD negara\NN lain.\JJ,null
,,Kalau\SC,null
124,OTHER|OTHER|TIME|OTHER,jamuan\NN makan\NN malam\NN ini\PR,null
,,"bisa\MD dikatakan\VB berhasil,\VB",null
125,OTHER|OTHER,keberhasilan\NN itu\PR,null
,,adalah\VB mendorong\VB,null
126,OTHER,perdebatan\NN,null
,,mengenai\IN apa\SC arti\NN beramal\VB bagi\IN yang\SC membutuhkan.\VB,null
,,Kisah\NN,null
127,PERSON|PERSON,pendiri\NN Facebook\NNP,null
,,dibuat\VB,null
128,OTHER,komik\NN,null
,,Kisah\NN,null
129,TITLE|TITLE,pendiri\NN Facebook\NNP,127
130,PERSON|PERSON,Mark\NNP Zuckerberg\NNP,null
,,akan\MD diceritakan\VB dalam\IN,null
131,LOCATION|LOCATION|OTHER,sebuah\NND komik\NN biografi.\NN,null
132,EVENT,Komik\NN,null
,,dengan\IN judul\NN,null
133,LOCATION|LOCATION,Mark\NNP Zuckerberg\NNP,130
,,:\Z,null
134,LOCATION|OTHER,"Pencipta\NN Facebook,\NNP",133
,,akan\MD tersedia\VB di\IN,null
135,OTHER,pasar\NN,null
,,sebelum\SC,null
136,TIME|TIME,"Desember\NNP 2010,\CD",null
137,OTHER,demikian\PR,null
,,pernyataan\NN,null
138,OTHER|LOCATION|OTHER,penerbit\NNP Bluewater\NNP Productions.\NNP,null
139,OTHER|PERSON|PERSON,Penulis\NNP Jerome\NNP Maida\NNP,null
,,menyebut\VB,null
140,OTHER|THINGS,kisah\NN Zuckerberg\NNP,null
,,\Z mengagumkan\VB \Z dan\CC \Z luar\JJ biasa\JJ .\Z,null
141,THINGS|THINGS,Sebuah\NND film\NN,null
,,mengenai\IN,null
142,PERSON,Facebook\NNP,null
,,dengan\IN judul\NN,null
143,PERSON|PERSON|OTHER,"The\NNP Social\NNP Network,\NNP",null
,,juga\RB akan\MD dirilis\VB pada\IN,null
144,OTHER|TIME|TIME|OTHER,tanggal\NN 15\CD Oktober\NNP nanti.\NN,null
,,Film\NN yang\SC ditulis\VB oleh\IN pencipta\NN serial\NN,null
145,ORGANIZATION|TITLE,West\NNP Wing\NNP,null
146,PERSON|PERSON,Aaron\NNP Sorkin\NNP,null
,,dan\CC disutradarai\VB oleh\IN,null
147,ORGANIZATION|ORGANIZATION,David\NNP Fincher\NNP,null
,,yang\SC pernah\MD menggarap\VB film\NN,null
148,LOCATION|OTHER|THINGS|THINGS,Fight\NNP '\NNP s\NNP Club\NNP,null
,,ini\PR sebenarnya\RB belum\NEG memperoleh\VB izin\NN,null
149,FACILITY|OTHER,Mark\NNP Zuckerberg.\NNP,133
,,Pemuda\NN berusia\VB,null
150,TIME|TIME,26\CD tahun\NN,null
,,ini\PR mengatakan\VB \Z,null
151,OTHER,Saya\PRP,149
,,mengharapkan\VB tidak\NEG ada\VB orang\NN yang\SC membuat\VB,null
152,OTHER,film\NN,null
,,tentang\IN,null
153,OTHER,saya\PRP,149
,,ketika\SC,null
154,OTHER,saya\PRP,149
,,"masih\MD hidup,\VB \Z kata\VB",null
155,OTHER,nya\PRP,149
,,dalam\IN,null
156,OTHER|OTHER|OTHER,sebuah\NND konferensi\NN teknologi\NN,null
157,TIME|TIME,Juni\NNP silam.\NN,null
,,Hingga\IN,null
158,TIME|TIME,Juli\NNP 2010\CD,null
159,OTHER|OTHER|NUM|NUM,lebih\RB dari\IN 500\CD juta\CD,null
,,yang\SC terdaftar\VB dalam\IN situs\NN,null
160,OTHER|OTHER,jejaring\NN sosial\JJ,null
,,tersebut.\PR,null
,,Hanya\RB butuh\VB,null
161,TIME|TIME,enam\CD tahun\NN,null
,,bagi\IN,null
162,LOCATION,Zuckerberg\NNP,149
,,untuk\SC bisa\MD mencapai\VB,null
163,OTHER,kesuksesan\NN,null
,,seperti\IN,null
164,THINGS|OTHER,"sekarang\NN ini,\PR",null
,,setelah\SC sebelum\SC,null
165,OTHER,nya\PRP,null
166,OTHER,dia\PRP,162
,,meluncurkan\VB,null
167,OTHER|OTHER,situs\NN ini\PR,null
,,saat\SC masih\MD duduk\VB sebagai\IN,null
168,OTHER,mahasiswa\NN,null
,,di\IN,null
169,ORGANIZATION|OTHER,Universitas\NNP Harvard.\NNP,null
170,TIME|TIME,"September\NNP silam,\NN",null
171,TIME|TIME,majalah\NNP Forbes\NNP,null
,,memasukkan\VB,null
172,OTHER,dia\PRP,162
,,dalam\IN daftar\NN,null
173,PERSON|PERSON|PERSON,35\CD orang\NN terkaya\JJ,null
,,di\IN,null
174,LOCATION|LOCATION,Amerika\NNP Serikat\NNP,null
,,dengan\SC,null
175,OTHER|OTHER,total\NN kekayaan\NN,null
,,diperkirakan\VB mencapai\VB,null
176,THINGS|THINGS|NUM|NUM,"US\NNP $\SYM 6,4\CD miliar.\CD",null
,,Tetapi\CC langkah\NN,null
177,OTHER,dia\PRP,162
,,menuju\VB,null
178,OTHER,kesuksesan\NN,null
,,tidak\NEG lah\RP mulus.\JJ,null
179,PERSON|PERSON,Dua\CD orang\NND,null
180,PERSON|PERSON,rekan\NN Zuckerberg\NNP,null
,,di\IN,null
181,LOCATION,Harvard\NNP,null
,,mengklaim\VB ide\NN,null
182,OTHER|LOCATION,pembuatan\NN Facebook\NNP,null
,,datang\VB dari\IN,null
183,OTHER,mereka.\PRP,180
184,PERSON,Mereka\PRP,180
,,terlibat\VB dalam\IN,null
185,OTHER|OTHER,sengketa\NN hukum\NN,null
,,yang\SC berlarut-larut\VB pada\IN,null
186,OTHER|TIME,tahun\NN 2008\CD,null
,,dan\CC diakhiri\VB dengan\IN pembayaran\NN yang\SC dirahasiakan\VB jumlah\NN,null
187,OTHER,nya\PRP,null
,,kepada\IN,null
188,ORGANIZATION|OTHER|ORGANIZATION,Cameron\NNP dan\CC Tyler\NNP,180
,,"Winklevoss,\NNP yang\SC",null
189,OTHER,kini\NN,null
,,juga\RB membuat\VB situs\NN,null
190,OTHER|OTHER,jejaring\NN sosial\JJ,null
,,bernama\VB,null
191,OTHER,ConnectU.\NNP,null
,,Perebutan\NN,null
192,EVENT|EVENT,jamrud\NNP Bahia\NNP,null
,,raksasa\JJ,null
193,LOCATION|LOCATION,Jaksa\NN Kalifornia\NNP,null
,,akan\MD mulai\MD menanyai\VB,null
194,OTHER|OTHER,sejumlah\CD pihak\NN,null
,,untuk\SC menentukan\VB mengenai\IN,null
195,OTHER,kepemilikan\NN,null
,,dari\IN,null
196,THINGS|THINGS,"jamrud\NN raksasa,\JJ",null
,,yang\SC disebut\VB sebagai\IN terbesar.\JJ,null
197,FACILITY|ORGANIZATION,Jamrud\NNP Bahia\NNP,192
,,dinamakan\VB sesuai\JJ lokasi\NN penemuan\NN,null
198,OTHER,nya\PRP,197
,,di\IN,null
199,OTHER|FACILITY|FACILITY,salah\CD satu\CD daerah\NN,null
,,di\IN,null
200,LOCATION,Brasil\NNP,null
,,memiliki\VB berat\NN,null
201,FACILITY|OTHER,380\CD kg.\NND,null
,,Diperkirakan\VB,null
202,TITLE|TITLE|OTHER,jamrud\NN raksasa\JJ itu\PR,null
,,bernilai\VB,null
203,OTHER|OTHER|THINGS|THINGS|NUM|NUM,lebih\RB dari\IN US\NNP $\SYM 370\CD juta\CD,null
,,dan\CC,null
204,OTHER|NUM|THINGS,setidaknya\RB enam\CD orang\NN,null
,,mengklaim\VB kepemilikan\NN,null
205,OTHER,hak\NN,null
,,atas\IN,null
206,OTHER|OTHER,batu\NN tersebut.\PR,null
207,ORGANIZATION,Jaksa\NN,null
,,akan\MD mendengarkan\VB,null
208,OTHER|OTHER,semua\CD pihak\NN,null
,,yang\SC mengklaim\VB,null
209,OTHER|OTHER,"permata\NN itu,\PR",null
,,sebelum\SC memutuskan\VB kasus\NN,null
210,OTHER,nya\PRP,197
,,pada\IN,null
211,TIME|OTHER,Oktober\NNP nanti.\NN,null
212,OTHER|NUM,Salah\CD satu\CD,null
,,"dari\IN pihak\NN yang\SC berselisih,\VB adalah\VB",null
213,PERSON|PERSON,Anthony\NNP Thomas\NNP,null
214,OTHER|OTHER,ahli\NN konstruksi\NN,null
,,dari\IN,null
215,LOCATION,Kalifornia\NNP,null
,,yang\SC mengatakan\VB,null
216,OTHER,dia\PRP,213
,,telah\MD membayar\VB kepada\IN,null
217,NUM|THINGS,dua\CD orang\NND,null
218,THINGS|THINGS,agen\NN permata\NN,null
,,Brasil\NNP,null
219,OTHER|THINGS|THINGS|NUM,senilai\NN US\NNP $\SYM 60.000\CD,null
,,untuk\IN,null
220,OTHER|OTHER,jamrud\NN tersebut\PR,null
,,tak\NEG lama\JJ setelah\SC ditemukan\VB,null
221,TIME|TIME|OTHER,sembilan\CD tahun\NN lalu.\NN,null
222,PERSON,Thomas\NNP,213
,,mengatakan\VB telah\MD mengatur\VB agar\SC,null
223,OTHER|OTHER,batu\NN itu\PR,null
,,dikirim\VB melalui\IN,null
224,OTHER,kapal\NN,null
,,ke\IN kediaman\NN,null
225,OTHER,nya\PRP,222
,,di\IN,null
226,ORGANIZATION|OTHER,"San\NNP Jose,\NNP",null
,,tetapi\CC tak\NEG pernah\MD muncul.\VB,null
227,OTHER,Dia\PRP,222
,,percaya\VB,null
228,OTHER|OTHER,batu\NN itu\PR,null
,,telah\MD dicuri\VB untuk\SC dijual\VB kembali\RB dengan\IN,null
229,OTHER|OTHER|OTHER|OTHER,harga\NN yang\SC lebih\RB mahal.\JJ,null
230,PERSON,Thomas\NNP,222
231,OTHER|OTHER|PERSON,hanya\RB salah\CD satu\CD,null
,,dari\IN,null
232,PERSON|PERSON,enam\CD pihak\NN,null
,,yang\SC mengklaim\VB sebagai\IN pemilik\NN,null
233,ORGANIZATION|ORGANIZATION|OTHER,jamrud\NN raksasa\JJ itu.\PR,null
234,THINGS|THINGS,Satu\CD masalah\NN,null
,,yang\SC dihadapi\VB adalah\VB,null
235,OTHER,dia\PRP,230
,,kehilangan\VB,null
236,OTHER|OTHER,tanda\NN terima\NN,null
,,akibat\IN kebakaran\NN yang\SC melanda\VB rumah\NN,null
237,OTHER,nya.\PRP,230
238,OTHER|OTHER,Jamrud\NN itu\PR,null
,,akhirnya\RB sampai\VB ke\IN,null
239,OTHER,"Amerika,\NNP",null
,,meskipun\SC setibanya\SC di\IN,null
240,LOCATION,Amerika\NNP,239
,,tidak\NEG jelas\JJ siapa\SC pemilik\NN,null
241,OTHER,nya.\PRP,null
242,THINGS|THINGS,Satu\CD hal\NN,null
,,yang\SC diketahui\VB,null
243,OTHER|OTHER,batu\NN itu\PR,null
,,sempat\MD disimpan\VB di\IN,null
244,OTHER|OTHER|OTHER,lemari\NN besi\NN bank\NN,null
,,di\IN,null
245,LOCATION|LOCATION,New\NNP Orleans\NNP,null
,,yang\SC terkena\VB,null
246,OTHER,banjir\NN,null
,,ketika\SC,null
247,OTHER|OTHER,daerah\NN itu\PR,null
,,diterjang\VB,null
248,PERSON|OTHER,"Badai\NNP Katrina,\NNP",null
,,sehingga\SC,null
249,OTHER|OTHER,batu\NN berharga\JJ,null
,,terendam\VB di\IN,null
250,OTHER|OTHER,dalam\NN air\NN,null
,,untuk\IN,null
251,OTHER|OTHER,beberapa\CD bulan.\NN,null
252,OTHER|PERSON,Jamrud\NNP Bahia\NNP,null
,,kemudian\RB dibawa\VB ke\IN,null
253,PERSON|PERSON,Las\NNP Vegas\NNP,null
,,untuk\SC dilihat\VB oleh\IN,null
254,OTHER|OTHER,calon\NN pembeli\NN,null
,,namun\CC disita\VB oleh\IN polisi\NN,null
255,LOCATION|OTHER,Los\NNP Angeles.\NNP,null
256,THINGS|THINGS,Badut\NN politikus\NN,null
,,ditantang\VB baca\VB tulis\VB,null
257,PERSON|PERSON,Seorang\NND badut\NN,null
,,di\IN,null
258,LOCATION,Brasil\NNP,null
,,yang\SC mempunyai\VB,null
259,OTHER|OTHER,peluang\NN besar\JJ,null
,,meraih\VB,null
260,OTHER,kursi\NN,null
,,di\IN,null
261,OTHER,parlemen\NN,null
,,dalam\IN,null
262,OTHER|TIME|TIME|OTHER,pemilihan\NN Minggu\NNP 3/\CD 10\CD,null
,,#NAME?,null
263,OTHER,dia\PRP,null
,,bisa\MD membaca\VB dan\CC menulis.\VB,null
264,EVENT|EVENT,Jajak\NN pendapat\NN,null
,,memperlihatkan\VB,null
265,EVENT|EVENT,"badut\NN itu,\PR",null
266,EVENT,"Tiririca,\NNP",null
,,akan\MD meraih\VB,null
267,OTHER|OTHER|NUM|NUM|OTHER,lebih\RB dari\IN satu\CD juta\CD suara.\NN,null
,,Namun\CC,null
268,OTHER,hakim\NN,null
,,di\IN,null
269,LOCATION|LOCATION,Sao\NNP Paulo\NNP,null
,,menuntut\VB,null
270,OTHER,dia\PRP,266
,,untuk\SC memperlihatkan\VB bisa\MD memenuhi\VB persyaratan\NN baca\VB tulis.\VB,null
271,OTHER|OTHER|OTHER|LOCATION,Sejumlah\CD surat\NN kabar\NN Brasil\NNP,null
,,melaporkan\VB,null
272,PERSON,Tiririca\NNP,266
,,#NAME?,null
273,PERSON|OTHER|PERSON|PERSON|PERSON,satu\CD dari\IN sepuluh\CD warga\NN Brasil\NNP,null
,,buta\JJ aksara.\JJ,null
274,PERSON,Tiririca\NNP,272
,,#NAME?,null
275,ORGANIZATION|OTHER|ORGANIZATION,bahasa\NN sehari-hari\NN Portugis\NNP,null
,,arti\NN,null
276,ORGANIZATION,nya\PRP,272
,,tukang\NN mengeluh\VB menjadi\VB,null
277,OTHER|OTHER,sensasi\NN besar\JJ,null
,,selama\IN,null
278,OTHER|OTHER,kampanye\NN pemilihan.\NN,null
,,Video\NN kampanye\NN,null
279,EVENT,nya\PRP,272
,,yang\SC kocak\JJ berhasil\VB meraih\VB,null
280,PERSON|PERSON,jutaan\CD penonton\NN,null
,,di\IN,null
281,OTHER,YouTube.\NNP,null
282,OTHER,Dia\PRP,272
,,antara\IN lain\JJ menggunakan\VB slogan\NN \Z Tidak\NEG bisa\MD lebih\RB buruk\JJ lagi\RB \Z dan\CC \Z Apa\WH yang\SC dilakukan\VB wakil\NN,null
283,TITLE,anda\PRP,null
,,?\Z Sungguh\RB,null
284,OTHER,saya\PRP,272
,,tidak\NEG tahu.\VB Tapi\CC pilih\VB lah\RP,null
285,OTHER,saya\PRP,272
,,dan\CC,null
286,OTHER,saya\PRP,272
,,akan\MD mencari\VB tahu\VB untuk\IN,null
287,OTHER,anda.\PRP,null
,,\Z,null
288,PERSON,Hakim\NN,null
,,memutuskan\VB untuk\SC menggelar\VB,null
289,OTHER|OTHER,ujian\NN aksara\NN,null
,,setelah\SC,null
290,OTHER|PERSON,majalah\NNP Epoca\NNP,null
,,menayangkan\VB,null
291,OTHER,video\NN,null
,,di\IN situs\NN,null
292,THINGS,nya\PRP,null
,,yang\SC memperlihatkan\VB,null
293,OTHER,Tiririca\NNP,272
,,tampak\VB kesulitan\VB membaca.\VB,null
294,ORGANIZATION|ORGANIZATION,Komisi\NN pemilihan\NN,null
,,mengatakan\VB sudah\MD terlambat\VB untuk\SC menghentikan\VB pencalonan\NN,null
295,OTHER,nya\PRP,293
,,namun\CC,null
296,OTHER,dia\PRP,293
,,bisa\MD diberhentikan\VB setelah\SC,null
297,OTHER|OTHER,pemilihan\NN nanti\NN,null
,,jika\SC gagal\VB memperlihatkan\VB kemampuan\NN membaca.\VB,null
298,THINGS|THINGS,Calon\NN selebriti\NN,null
,,"Tiririca,\NNP yang\SC nama\NN asli\JJ",null
299,OTHER,nya\PRP,293
300,ORGANIZATION|PERSON|PERSON|PERSON,Francisco\NNP Everardo\NNP Oliveira\NNP Silva\NNP,293
,,#NAME?,null
301,OTHER,sirkus\NN,null
,,sejak\SC berusia\VB,null
302,TIME|TIME,delapan\CD tahun\NN,null
,,di\IN,null
303,OTHER|OTHER|OTHER,"negara\NN bagian\NN miskin,\JJ",null
304,OTHER,Ceara.\NNP,null
,,Dengan\IN pengalaman\NN,null
305,OTHER,"nya,\PRP",300
306,OTHER,dia\PRP,300
307,OTHER,kini\NN,null
,,menjadi\VB,null
308,OTHER|OTHER|OTHER,salah\CD seorang\CD pelawak\NN,null
,,yang\SC terkenal\VB di\IN,null
309,OTHER,TV.\NN,null
310,PERSON,Dia\PRP,300
,,merupakan\VB,null
311,OTHER|OTHER|OTHER|THINGS|THINGS,salah\CD seorang\CD dari\IN puluhan\CD calon\NN,null
,,yang\SC berasal\VB dari\IN dunia\NN,null
312,OTHER|OTHER|OTHER,"olahraga\NN maupun\CC pertunjukan,\NN",null
,,yang\SC berjuang\VB untuk\SC merebut\VB,null
313,OTHER,kursi\NN,null
,,di\IN,null
314,OTHER|OTHER|OTHER,majelis\NN rendah\NN parlemen\NN,null
,,dengan\SC bersaing\VB melawan\VB politikus\NN berpengalaman.\VB,null
,,Seluruhnya\RB tercatat\VB,null
315,NUM|NUM,6.000\CD calon\NN,null
,,dari\IN,null
316,NUM|NUM,27\CD partai\NN,null
,,untuk\SC meraih\VB,null
317,THINGS|THINGS,513\CD kursi\NN,null
,,di\IN,null
318,OTHER,parlemen.\NN,null
319,PERSON|OTHER,Calon\NN lain\JJ,null
,,yang\SC diduga\VB akan\MD meraih\VB,null
320,OTHER,kursi\NN,null
,,di\IN,null
321,OTHER,parlemen\NN,null
,,dengan\IN,null
322,OTHER|OTHER,kemenangan\NN mutlak\JJ,null
,,adalah\VB,null
323,OTHER,"Romario,\NNP",null
,,yang\SC merupakan\VB,null
324,OTHER|OTHER,salah\CD seorang\CD,null
325,EVENT|EVENT|EVENT,bintang\NN sepak\NN bola\NN,null
,,Brasil\NNP saat\SC meraih\VB,null
