,,,,tidak\NEG bisa\MD dibunuh\VB karena\SC
OTHER|Location_GPE_Country,OTHER|Location_GPE,OTHER|LOCATION,OTHER|LOCATION-B,masyarakat\NN India\NNP
,,,,menganggap\VB
OTHER,OTHER,OTHER,OTHER,mereka\PRP
,,,,suci\JJ .\Z
,,,,Selain\CC harus\MD mengusir\VB
OTHER,OTHER,OTHER,OTHER,kawanan\NN monyet\NN
,,,,",\Z"
OTHER|Location_GPE_Country,OTHER|Location_GPE,OTHER|LOCATION,OTHER,pemkot\NNP Delhi\NNP
,,,,juga\RB kesulitan\VB mengatasi\VB
OTHER,OTHER,OTHER,OTHER,wabah\NN demam_berdarah\NN
,,,,.\Z
OTHER,OTHER,OTHER,PERSON-B|OTHER,Curah\NN hujan\NN
,,,,yang\SC tinggi\JJ menyebabkan\VB
OTHER,OTHER,OTHER,OTHER,banyak\CD genangan\NN
,,,,",\Z"
OTHER,OTHER,OTHER,OTHER,tempat\NN ideal\JJ
,,,,bagi\IN
OTHER,OTHER,OTHER,OTHER,nyamuk\NN aedes\NNP
,,,,berkembang_biak\VB .\Z
OTHER,OTHER,OTHER,PERSON-B,Pemkot\NN
,,,,telah\MD menempatkan\VB
OTHER,OTHER,OTHER,OTHER,ikan\NN
,,,,di\IN
OTHER,OTHER,OTHER,OTHER,berbagai\CD genangan\NN air\NN
,,,,untuk\SC memangsa\VB
OTHER,OTHER,OTHER,OTHER,telur\NN nyamuk\NN
,,,,.\Z
Product_Title_Position-Vocation|Organization_International,OTHER|Organization_Political,OTHER|ORGANIZATION,PERSON-B|ORGANIZATION-B,Miliarder\NN AS\NNP
,,,,jamu\VB
OTHER|Location_GPE_Country,OTHER|Location_GPE,OTHER|LOCATION,OTHER|LOCATION-B,orang_kaya\NN Cina\NNP
Countx_N-Product|Person,Countx_N-Product|Person,THINGS|LOCATION,OTHER|LOCATION-B,Dua\CD miliarder\NN Amerika\NNP
Person,Person,PERSON,LOCATION-I,Bill\NNP Gates\NNP
OTHER|Person,OTHER|Person,OTHER|PERSON,OTHER|PERSON-B,Warren\NNP Buffett\NNP
,,,,akan\MD mengadakan\VB
OTHER,OTHER,OTHER,OTHER,jamuan\NN makan_malam\NN
,,,,di\IN
OTHER,OTHER,OTHER,OTHER,Beijing\NNP
,,,,bagi\IN
OTHER,OTHER,OTHER,OTHER,sejumlah\CD orang\NN terkaya\JJ
,,,,di\IN
OTHER,OTHER,OTHER,OTHER,Cina\NNP
,,,,.\Z
Person|OTHER,Person|OTHER,PERSON|OTHER,PERSON-B|OTHER,Gates\NNP dan\CC Buffett\NNP
,,,,mengatakan\VB
OTHER,OTHER,OTHER,OTHER,mereka\PRP
,,,,berada\VB di\IN
Location_GPE_Country,Location_GPE,LOCATION,LOCATION-B,Cina\NNP
,,,,untuk\SC mempelajari\VB
OTHER,OTHER,OTHER,OTHER,kegiatan\NN amal\NN
,,,,di\IN
OTHER,OTHER,OTHER,OTHER,negara\NN itu\PR
,,,,.\Z
OTHER,OTHER,OTHER,OTHER,Banyak\CD orang\NN
,,,,menduga\VB
OTHER,OTHER,OTHER,OTHER,mereka\PRP
,,,,ingin\RB membujuk\VB
OTHER,OTHER,OTHER,OTHER,para\DT tamu\NN
,,,,agar\SC
OTHER,OTHER,OTHER,OTHER,lebih\RB banyak\CD
,,,,menyumbang\VB untuk\IN
OTHER,OTHER,OTHER,OTHER,amal\NN
,,,,.\Z
OTHER,OTHER,OTHER,OTHER,Kedua\CD
OTHER,OTHER,OTHER,OTHER,orang\NN terkaya\JJ dunia\NN
OTHER,OTHER,OTHER,OTHER,banyak\CD orang\NN
,,,,yang\SC sangat\RB kaya\JJ di\IN
OTHER,OTHER,OTHER,OTHER,Amerika\NNP
,,,,agar\SC menyumbangkan\VB separuh\CD kekayaan\NN
OTHER,OTHER,OTHER,OTHER,mereka\PRP
,,,,.\Z
,,,,Ada\VB
OTHER,OTHER,OTHER,OTHER,kerahasiaan\NN
,,,,mengenai\IN
OTHER,OTHER,OTHER,OTHER,acara\NN itu\PR
,,,,",\Z"
OTHER,OTHER,OTHER,OTHER,pihak\NN penyelenggara\NN
,,,,tidak\NEG membeberkan\VB
OTHER,OTHER,OTHER,OTHER,nama-nama\NN tamu\NN
,,,,.\Z
OTHER,OTHER,OTHER,OTHER|QUANTITY-B|QUANTITY-I,Salah_satu\CD orang\NN
,,,,yang\SC akan\MD menghadiri\VB
OTHER,OTHER,OTHER,OTHER,jamuan\NN makan_malam\NN
,,,,itu\PR adalah\VB
Person|OTHER,Person|OTHER,PERSON|OTHER,PERSON-B|PERSON-I,Chen\NNP Guangbiao\NNP
,,,,",\Z"
OTHER,OTHER,OTHER,OTHER,seorang\NND miliarder\NN
,,,,yang\SC meraup\VB
OTHER,OTHER,OTHER,OTHER,kekayaan\NN
,,,,dari\IN bisnis\NN mendaur_ulang\VB
OTHER,OTHER,OTHER,OTHER,sampah\NN
,,,,dari\IN
OTHER,OTHER,OTHER,OTHER,industri\NN bangunan\NN
,,,,.\Z
OTHER,OTHER,OTHER,OTHER,Dia\PRP
,,,,mengatakan\VB kepada\IN
Person,Person,PERSON,PERSON-B,BBC\NNP
,,,,bahwa\SC
OTHER,OTHER,OTHER,OTHER,dia\PRP
,,,,sudah\MD berencana\VB menyumbangkan\VB seluruh\CD harta\NN
OTHER,OTHER,OTHER,OTHER,nya\PRP
,,,,untuk\IN
OTHER,OTHER,OTHER,OTHER,amal\NN
,,,,bila\SC
OTHER,OTHER,OTHER,OTHER,dia\PRP
,,,,meninggal\VB .\Z
,,,,"\Z Beramal\VB dan\CC membantu\VB sudah\MD menjadi\VB"""
OTHER,OTHER,OTHER,OTHER,bagian\NN
,,,,dari\IN
OTHER,OTHER,OTHER,OTHER,budaya\NN Cina\NNP
,,,,selama\IN
OTHER,OTHER,OTHER,OTHER|QUANTITY-B,5.000\CD tahun\NN
,,,,.\Z
,,,,Tetapi\CC
OTHER,OTHER,OTHER,OTHER,kegiatan\NN amal\NN resmi\JJ
,,,,baru\MD dikembangkan\VB di\IN
Location_GPE_Country,Location_GPE,LOCATION,LOCATION-B,Cina\NNP
,,,,dalam\IN
Periodx_Day|OTHER,Periodx_Day|OTHER,TIME|OTHER,QUANTITY-B|OTHER,30\CD tahun\NN terakhir\JJ
,,,,",\Z sejak\SC"
OTHER,OTHER,OTHER,OTHER,kami\PRP
,,,,menerapkan\VB
OTHER,OTHER,OTHER,OTHER,reformasi_ekonomi\NN
,,,,".\Z \Z"""
,,,,"\Z"""
OTHER,OTHER,OTHER,OTHER,Banyak\CD orang\NN
,,,,baru\MD mulai\MD menjadi\VB kaya\JJ dan\CC
OTHER,OTHER,OTHER,OTHER,kami\PRP
,,,,baru-baru_ini\RB saja\RB bisa\MD memberi\VB
OTHER,OTHER,OTHER,OTHER,makan\NN
OTHER,OTHER,OTHER,OTHER,diri\NN sendiri\NN
OTHER,OTHER,OTHER,OTHER,nya\PRP
,,,,.\Z
,,,,Menyumbangkan\VB
OTHER,OTHER,OTHER,OTHER,uang\NN
,,,,untuk\IN
OTHER,OTHER,OTHER,OTHER,amal\NN
,,,,belum\NEG begitu\RB berkembang\VB di\IN
Location_GPE_Province,Location_GPE,LOCATION,LOCATION-B,Cina\NNP
,,,,sebaik\JJ di\IN
OTHER,OTHER,OTHER,OTHER,banyak\CD negara\NN lain\JJ
,,,,.\Z
,,,,Kalau\SC
OTHER,OTHER,OTHER,OTHER,jamuan\NN makan_malam\NN ini\PR
,,,,"bisa\MD dikatakan\VB berhasil\VB ,\Z"
OTHER,OTHER,OTHER,OTHER,keberhasilan\NN itu\PR
,,,,adalah\VB mendorong\VB
OTHER,OTHER,OTHER,OTHER,perdebatan\NN
,,,,mengenai\IN apa\SC arti\NN beramal\VB bagi\IN yang\SC membutuhkan\VB .\Z
,,,,Kisah\NN
Product_Title_Position-Vocation,Product_Title,OTHER|ORGANIZATION,OTHER|PERSON-B,pendiri\NN Facebook\NNP
,,,,dibuat\VB
OTHER,OTHER,OTHER,OTHER,komik\NN
,,,,Kisah\NN
Product_Title_Position-Vocation,Product_Title,TITLE,OTHER|PERSON-B,pendiri\NN Facebook\NNP
Person,Person,PERSON,PERSON-I,Mark\NNP Zuckerberg\NNP
OTHER,OTHER,OTHER,OTHER,sebuah\NND komik\NN biografi\NN
,,,,.\Z
OTHER,OTHER,OTHER,PERSON-B,Komik\NN
,,,,dengan\IN judul\NN
OTHER,OTHER,OTHER,PERSON-B|PERSON-I,Mark\NNP Zuckerberg\NNP
,,,,:\Z
OTHER,OTHER,OTHER,OTHER|PERSON-B,Pencipta\NN Facebook\NNP
,,,,",\Z akan\MD tersedia\VB di\IN"
OTHER,OTHER,OTHER,OTHER,pasar\NN
,,,,sebelum\SC
OTHER|Timex_Date,OTHER|Timex_Date,OTHER|TIME,OTHER,Desember\NNP 2010\CD
,,,,",\Z"
OTHER,OTHER,OTHER,DATETIME-B,demikian\PR
,,,,pernyataan\NN
OTHER|Location_GPE_City,OTHER|Location_GPE,OTHER|LOCATION,OTHER,penerbit\NNP Bluewater\NNP Productions\NNP
,,,,.\Z
OTHER,OTHER,OTHER,PERSON-B|PERSON-I,Penulis\NNP Jerome\NNP Maida\NNP
,,,,menyebut\VB
OTHER|Location_GPE_Country,OTHER|Location_GPE,OTHER|LOCATION,OTHER|PERSON-B,kisah\NN Zuckerberg\NNP
,,,,"\Z mengagumkan\VB ""\Z dan\CC ""\Z luar_biasa\JJ ""\Z .\Z"""
OTHER,OTHER,OTHER,PERSON-B|OTHER,Sebuah\NND film\NN
,,,,mengenai\IN
Person,Person,PERSON,PERSON-B,Facebook\NNP
,,,,dengan\IN judul\NN
OTHER|Person,OTHER|Organization_Political,OTHER|ORGANIZATION,ORGANIZATION-B|ORGANIZATION-I,The\NNP Social\NNP Network\NNP
,,,,",\Z juga\RB akan\MD dirilis\VB pada\IN"
OTHER|Timex_Date,OTHER|Timex_Date,OTHER|TIME,OTHER|DATETIME-B|DATETIME-I,tanggal\NN 15\CD Oktober\NNP nanti\NN
,,,,.\Z
,,,,Film\NN yang\SC ditulis\VB oleh\IN pencipta\NN serial\NN
OTHER,OTHER,OTHER,PERSON-B|PERSON-I,West\NNP Wing\NNP
OTHER|Person,Location_GPE,LOCATION,PERSON-I,Aaron\NNP Sorkin\NNP
OTHER,OTHER,OTHER,OTHER,David\NNP Fincher\NNP
,,,,yang\SC pernah\MD menggarap\VB film\NN
OTHER|Location_Geological_River,OTHER|Location_Geological,OTHER|LOCATION,OTHER|PERSON-B,Fight\NNP '\NNP s\NNP Club\NNP
,,,,ini\PR sebenarnya\RB belum\NEG memperoleh\VB izin\NN
OTHER,OTHER,OTHER,OTHER,Mark\NNP Zuckerberg\NNP
,,,,.\Z
,,,,Pemuda\NN berusia\VB
Periodx_Year,Periodx_Year,TIME,QUANTITY-B|OTHER,26\CD tahun\NN
,,,,"ini\PR mengatakan\VB \Z"""
OTHER,OTHER,OTHER,OTHER,Saya\PRP
,,,,mengharapkan\VB tidak\NEG ada\VB orang\NN yang\SC membuat\VB
OTHER,OTHER,OTHER,OTHER,film\NN
,,,,tentang\IN
OTHER,OTHER,OTHER,OTHER,saya\PRP
,,,,ketika\SC
OTHER,OTHER,OTHER,OTHER,saya\PRP
,,,,"masih\MD hidup\VB ,\Z \Z kata\VB"""
OTHER,OTHER,OTHER,OTHER,nya\PRP
,,,,dalam\IN
OTHER,OTHER,OTHER,OTHER,sebuah\NND konferensi\NN teknologi\NN
OTHER,OTHER,OTHER,OTHER,Juni\NNP silam\NN
,,,,Hingga\IN
Timex_Date,Timex_Date,TIME,DATETIME-B|DATETIME-I,Juli\NNP 2010\CD
OTHER|Countx_N-Person,OTHER,OTHER|NUM,OTHER|QUANTITY-B|QUANTITY-I,lebih\RB dari\IN 500\CD juta\CD
OTHER,OTHER,OTHER,OTHER,jejaring\NN sosial\JJ
,,,,tersebut\PR .\Z
,,,,Hanya\RB butuh\VB
Countx_N-Person,Countx_N-Person,TIME,QUANTITY-B|OTHER,enam\CD tahun\NN
,,,,bagi\IN
OTHER,Location_GPE,LOCATION,PERSON-B,Zuckerberg\NNP
,,,,untuk\SC bisa\MD mencapai\VB
OTHER,OTHER,OTHER,OTHER,kesuksesan\NN
,,,,seperti\IN
OTHER,OTHER,OTHER,OTHER,sekarang\NN ini\PR
,,,,",\Z setelah\SC sebelum\SC"
OTHER,OTHER,OTHER,OTHER,nya\PRP
OTHER,OTHER,OTHER,OTHER,dia\PRP
OTHER,OTHER,OTHER,OTHER,situs\NN ini\PR
,,,,saat\SC masih\MD duduk\VB sebagai\IN
OTHER,OTHER,OTHER,OTHER,mahasiswa\NN
,,,,di\IN
OTHER,OTHER,OTHER,OTHER,Universitas\NNP Harvard\NNP
,,,,.\Z
OTHER,OTHER,TIME|OTHER,DATETIME-B|OTHER,September\NNP silam\NN
,,,,",\Z"
OTHER|Person,OTHER|Person,OTHER|PERSON,OTHER,majalah\NNP Forbes\NNP
,,,,memasukkan\VB
OTHER,OTHER,OTHER,OTHER,dia\PRP
,,,,dalam\IN daftar\NN
Countx_N-Person|OTHER,Countx_N-Person|OTHER,PERSON|OTHER,OTHER|QUANTITY-B|QUANTITY-I,35\CD orang\NN terkaya\JJ
,,,,di\IN
Location_GPE_Country,Location_GPE,LOCATION,OTHER|LOCATION-B,Amerika\NNP Serikat\NNP
,,,,dengan\SC
OTHER,OTHER,OTHER,OTHER,total\NN kekayaan\NN
,,,,diperkirakan\VB mencapai\VB
Product_Unit_Currency|Numex_Money,Product_Unit|Numex_Money,THINGS|NUM,OTHER|ORGANIZATION-B|QUANTITY-B,"US\NNP $\SYM 6,4\CD miliar\CD"
,,,,.\Z
,,,,Tetapi\CC langkah\NN
OTHER,OTHER,OTHER,OTHER,dia\PRP
,,,,menuju\VB
OTHER,OTHER,OTHER,OTHER,kesuksesan\NN
,,,,tidak\NEG lah\RP mulus\JJ .\Z
Countx_N-Person,Countx_N-Person,PERSON,OTHER,Dua\CD orang\NND
OTHER|Location_GPE_Country,OTHER|Location_GPE,OTHER|LOCATION,OTHER|PERSON-B,rekan\NN Zuckerberg\NNP
OTHER,OTHER,OTHER,OTHER,Harvard\NNP
,,,,mengklaim\VB ide\NN
OTHER,OTHER,OTHER,OTHER,pembuatan\NN Facebook\NNP
,,,,datang\VB dari\IN
OTHER,OTHER,OTHER,OTHER,mereka\PRP
,,,,.\Z
OTHER,OTHER,OTHER,OTHER,Mereka\PRP
,,,,terlibat\VB dalam\IN
OTHER,OTHER,OTHER,OTHER,sengketa\NN hukum\NN
,,,,yang\SC berlarut-larut\VB pada\IN
OTHER|Timex_Date,OTHER|Timex_Date,OTHER|TIME,OTHER|DATETIME-B,tahun\NN 2008\CD
,,,,dan\CC diakhiri\VB dengan\IN pembayaran\NN yang\SC dirahasiakan\VB jumlah\NN
OTHER,OTHER,OTHER,OTHER,nya\PRP
,,,,kepada\IN
OTHER|Location_GPE_County,OTHER|Location_GPE,OTHER|LOCATION,PERSON-B|OTHER,Cameron\NNP dan\CC Tyler\NNP
,,,,"Winklevoss\NNP ,\Z yang\SC"
OTHER,OTHER,OTHER,OTHER,kini\NN
,,,,juga\RB membuat\VB situs\NN
OTHER,OTHER,OTHER,OTHER,jejaring\NN sosial\JJ
,,,,bernama\VB
OTHER,OTHER,OTHER,OTHER,ConnectU\NNP
,,,,.\Z
,,,,Perebutan\NN
OTHER,OTHER,OTHER,OTHER|PERSON-B,jamrud\NNP Bahia\NNP
,,,,raksasa\JJ
Location_GPE_Country,Location_GPE,PERSON,PERSON-B|PERSON-I,Jaksa\NN Kalifornia\NNP
,,,,akan\MD mulai\MD menanyai\VB
OTHER,OTHER,OTHER,OTHER,sejumlah\CD pihak\NN
,,,,untuk\SC menentukan\VB mengenai\IN
OTHER,OTHER,OTHER,OTHER,kepemilikan\NN
,,,,dari\IN
OTHER,OTHER,OTHER,OTHER,jamrud\NN raksasa\JJ
,,,,",\Z yang\SC disebut\VB sebagai\IN terbesar\JJ .\Z"
OTHER|Event_Occasion_Religious-Festival,OTHER|Event_Occasion,OTHER|EVENT,PERSON-B|PERSON-I,Jamrud\NNP Bahia\NNP
,,,,dinamakan\VB sesuai\JJ lokasi\NN penemuan\NN
OTHER,OTHER,OTHER,OTHER,nya\PRP
,,,,di\IN
OTHER,OTHER,OTHER|LOCATION,OTHER|QUANTITY-B,salah_satu\CD daerah\NN
,,,,di\IN
Location_GPE_City,Location_GPE,LOCATION,LOCATION-B,Brasil\NNP
,,,,memiliki\VB berat\NN
Timex_Date|OTHER,Timex_Date|OTHER,TIME|OTHER,QUANTITY-B|QUANTITY-I,380\CD kg\NND
,,,,.\Z
,,,,Diperkirakan\VB
OTHER,OTHER,OTHER,OTHER,jamrud\NN raksasa\JJ itu\PR
,,,,bernilai\VB
OTHER|Product_Unit_Currency|Numex_Money,OTHER|Product_Unit|Numex_Money,OTHER|THINGS|NUM,OTHER|LOCATION-B|QUANTITY-B|QUANTITY-I,lebih\RB dari\IN US\NNP $\SYM 370\CD juta\CD
,,,,dan\CC
OTHER,OTHER,OTHER,OTHER|QUANTITY-B|QUANTITY-I,setidaknya\RB enam\CD orang\NN
,,,,mengklaim\VB kepemilikan\NN
OTHER,OTHER,OTHER,OTHER,hak\NN
,,,,atas\IN
OTHER,OTHER,OTHER,OTHER,batu\NN tersebut\PR
,,,,.\Z
OTHER,OTHER,OTHER,PERSON-B,Jaksa\NN
,,,,akan\MD mendengarkan\VB
OTHER,OTHER,OTHER,OTHER,semua\CD pihak\NN
,,,,yang\SC mengklaim\VB
OTHER,OTHER,OTHER,OTHER,permata\NN itu\PR
,,,,",\Z sebelum\SC memutuskan\VB kasus\NN"
OTHER,OTHER,OTHER,OTHER,nya\PRP
,,,,pada\IN
Timex_Date|OTHER,Timex_Date|OTHER,TIME|OTHER,OTHER|DATETIME-B,Oktober\NNP nanti\NN
,,,,.\Z
OTHER,OTHER,OTHER,OTHER|QUANTITY-B,Salah_satu\CD
,,,,"dari\IN pihak\NN yang\SC berselisih\VB ,\Z adalah\VB"
Person,Person,PERSON,OTHER|PERSON-B,Anthony\NNP Thomas\NNP
OTHER,OTHER,OTHER,PERSON-I|OTHER,ahli\NN konstruksi\NN
OTHER,OTHER,OTHER,OTHER,Kalifornia\NNP
,,,,yang\SC mengatakan\VB
OTHER,OTHER,OTHER,OTHER,dia\PRP
,,,,telah\MD membayar\VB kepada\IN
OTHER|Countx_Other,OTHER|Countx_Other,OTHER|NUM,OTHER,dua\CD orang\NND
Countx_Other|OTHER,Countx_Other|OTHER,THINGS|OTHER,QUANTITY-B|QUANTITY-I,agen\NN permata\NN
OTHER|Product_Unit_Currency,OTHER|Location_GPE|Product_Unit,OTHER|LOCATION|THINGS,OTHER|PERSON-B,senilai\NN US\NNP $\SYM 60.000\CD
,,,,untuk\IN
Numex_Money|OTHER,Numex_Money|OTHER,NUM|OTHER,OTHER|QUANTITY-B,jamrud\NN tersebut\PR
,,,,tak\NEG lama\JJ setelah\SC ditemukan\VB
OTHER,OTHER,OTHER|TIME,OTHER,sembilan\CD tahun\NN lalu\NN
,,,,.\Z
Person,Person,PERSON,PERSON-B,Thomas\NNP
,,,,mengatakan\VB telah\MD mengatur\VB agar\SC
OTHER,OTHER,OTHER,OTHER,batu\NN itu\PR
,,,,dikirim\VB melalui\IN
OTHER,OTHER,OTHER,OTHER,kapal\NN
,,,,ke\IN kediaman\NN
OTHER,OTHER,OTHER,OTHER,nya\PRP
,,,,di\IN
Organization_Political_Military|OTHER,Organization_Political|OTHER,ORGANIZATION|OTHER,LOCATION-B|LOCATION-I,San\NNP Jose\NNP
,,,,",\Z tetapi\CC tak\NEG pernah\MD muncul\VB .\Z"
OTHER,OTHER,OTHER,OTHER,Dia\PRP
,,,,percaya\VB
OTHER,OTHER,OTHER,OTHER,batu\NN itu\PR
,,,,telah\MD dicuri\VB untuk\SC dijual\VB kembali\RB dengan\IN
OTHER,OTHER,OTHER,OTHER,harga\NN yang\SC lebih\RB mahal\JJ
,,,,.\Z
Person,Person,PERSON,PERSON-B,Thomas\NNP
OTHER,OTHER,OTHER,OTHER|QUANTITY-B,hanya\RB salah_satu\CD
OTHER,OTHER,OTHER,OTHER|QUANTITY-B,enam\CD pihak\NN
,,,,yang\SC mengklaim\VB sebagai\IN pemilik\NN
OTHER,OTHER,OTHER,OTHER,jamrud\NN raksasa\JJ itu\PR
,,,,.\Z
Countx_N-Person,OTHER,OTHER,OTHER,Satu\CD masalah\NN
,,,,yang\SC dihadapi\VB adalah\VB
OTHER,OTHER,OTHER,OTHER,dia\PRP
,,,,kehilangan\VB
OTHER,OTHER,OTHER,OTHER,tanda_terima\NN
,,,,akibat\IN kebakaran\NN yang\SC melanda\VB rumah\NN
OTHER,OTHER,OTHER,OTHER,nya\PRP
,,,,.\Z
OTHER,OTHER,OTHER,PERSON-B|OTHER,Jamrud\NN itu\PR
,,,,akhirnya\RB sampai\VB ke\IN
OTHER,OTHER,OTHER,LOCATION-B,Amerika\NNP
,,,,",\Z meskipun\SC setibanya\SC di\IN"
Location_GPE_Country,Location_GPE,LOCATION,OTHER,Amerika\NNP
,,,,tidak\NEG jelas\JJ siapa\SC pemilik\NN
OTHER,OTHER,OTHER,OTHER,nya\PRP
,,,,.\Z
Countx_N-Person,OTHER,OTHER,OTHER,Satu\CD hal\NN
,,,,yang\SC diketahui\VB
OTHER,OTHER,OTHER,OTHER,batu\NN itu\PR
,,,,sempat\MD disimpan\VB di\IN
OTHER,OTHER,OTHER,OTHER,lemari_besi\NN bank\NN
,,,,di\IN
OTHER,OTHER|Location_GPE,OTHER|LOCATION,ORGANIZATION-B|ORGANIZATION-I,New\NNP Orleans\NNP
,,,,yang\SC terkena\VB
